hour,production,consumption
2025-04-08 15:00,1.96,1.65
2025-04-08 13:15,1.865,1.5875
2025-04-08 13:30,1.77,1.525
2025-04-08 13:45,1.675,1.4625
2025-04-08 16:00,1.58,1.4
2025-04-08 14:15,1.5425,1.3825
2025-04-08 14:30,1.505,1.365
2025-04-08 14:45,1.4675,1.3475
2025-04-08 17:00,1.43,1.33
2025-04-08 15:15,1.2975,1.315
2025-04-08 15:30,1.165,1.3
2025-04-08 15:45,1.0325,1.285
2025-04-08 18:00,0.9,1.27
2025-04-08 16:15,0.83,1.21
2025-04-08 16:30,0.76,1.15
2025-04-08 16:45,0.69,1.09
2025-04-08 19:00,0.62,1.03
2025-04-08 17:15,0.5275,0.9525
2025-04-08 17:30,0.435,0.875
2025-04-08 17:45,0.3425,0.7975
2025-04-08 20:00,0.25,0.72
2025-04-08 18:15,0.1975,0.7025
2025-04-08 18:30,0.145,0.685
2025-04-08 18:45,0.0925,0.6675
2025-04-08 21:00,0.04,0.65
2025-04-08 19:15,0.03,0.6525
2025-04-08 19:30,0.02,0.655
2025-04-08 19:45,0.01,0.6575
2025-04-08 22:00,0,0.66
2025-04-08 20:15,0,0.6175
2025-04-08 20:30,0,0.575
2025-04-08 20:45,0,0.5325
2025-04-08 23:00,0,0.49
2025-04-08 21:15,0,0.4925
2025-04-08 21:30,0,0.495
2025-04-08 21:45,0,0.4975
2025-04-09 00:00,0,0.5
2025-04-08 22:15,0,0.48
2025-04-08 22:30,0,0.46
2025-04-08 22:45,0,0.44
2025-04-09 01:00,0,0.42
2025-04-08 23:15,0,0.41
2025-04-08 23:30,0,0.4
2025-04-08 23:45,0,0.39
2025-04-09 02:00,0,0.38
2025-04-09 00:15,0.0125,0.375
2025-04-09 00:30,0.025,0.37
2025-04-09 00:45,0.0375,0.365
2025-04-09 03:00,0.05,0.36
2025-04-09 01:15,0.0775,0.405
2025-04-09 01:30,0.105,0.45
2025-04-09 01:45,0.1325,0.495
2025-04-09 04:00,0.16,0.54
2025-04-09 02:15,0.25,0.585
2025-04-09 02:30,0.34,0.63
2025-04-09 02:45,0.43,0.675
2025-04-09 05:00,0.52,0.72
2025-04-09 03:15,0.625,0.795
2025-04-09 03:30,0.73,0.87
2025-04-09 03:45,0.835,0.945
2025-04-09 06:00,0.94,1.02
2025-04-09 04:15,1.0025,1.0825
2025-04-09 04:30,1.065,1.145
2025-04-09 04:45,1.1275,1.2075
2025-04-09 07:00,1.19,1.27
2025-04-09 05:15,1.265,1.3225
2025-04-09 05:30,1.34,1.375
2025-04-09 05:45,1.415,1.4275
2025-04-09 08:00,1.49,1.48
2025-04-09 06:15,1.56,1.535
2025-04-09 06:30,1.63,1.59
2025-04-09 06:45,1.7,1.645
2025-04-09 09:00,1.77,1.7
2025-04-09 07:15,1.9025,1.73
2025-04-09 07:30,2.035,1.76
2025-04-09 07:45,2.1675,1.79
2025-04-09 10:00,2.3,1.82
2025-04-09 08:15,2.385,1.8375
2025-04-09 08:30,2.47,1.855
2025-04-09 08:45,2.555,1.8725
2025-04-09 11:00,2.64,1.89
2025-04-09 09:15,2.6525,1.98
2025-04-09 09:30,2.665,2.07
2025-04-09 09:45,2.6775,2.16
2025-04-09 12:00,2.69,2.25
2025-04-09 10:15,2.5825,2.14
2025-04-09 10:30,2.475,2.03
2025-04-09 10:45,2.3675,1.92
2025-04-09 13:00,2.26,1.81
2025-04-09 11:15,2.1825,1.7975
2025-04-09 11:30,2.105,1.785
2025-04-09 11:45,2.0275,1.7725
2025-04-09 14:00,1.95,1.76
2025-04-09 12:15,1.95,1.7775
2025-04-09 12:30,1.95,1.795
2025-04-09 12:45,1.95,1.8125
2025-04-09 15:00,1.95,1.83
2025-04-09 13:15,1.87,1.73
2025-04-09 13:30,1.79,1.63
2025-04-09 13:45,1.71,1.53
2025-04-09 16:00,1.63,1.43
2025-04-09 14:15,1.5775,1.37
2025-04-09 14:30,1.525,1.31
2025-04-09 14:45,1.4725,1.25
2025-04-09 17:00,1.42,1.19
2025-04-09 15:15,1.2875,1.165
2025-04-09 15:30,1.155,1.14
2025-04-09 15:45,1.0225,1.115
2025-04-09 18:00,0.89,1.09
2025-04-09 16:15,0.81,1.0425
2025-04-09 16:30,0.73,0.995
2025-04-09 16:45,0.65,0.9475
2025-04-09 19:00,0.57,0.9
2025-04-09 17:15,0.485,0.8575
2025-04-09 17:30,0.4,0.815
2025-04-09 17:45,0.315,0.7725
2025-04-09 20:00,0.23,0.73
2025-04-09 18:15,0.185,0.7325
2025-04-09 18:30,0.14,0.735
2025-04-09 18:45,0.095,0.7375
2025-04-09 21:00,0.05,0.74
2025-04-09 19:15,0.0375,0.71
2025-04-09 19:30,0.025,0.68
2025-04-09 19:45,0.0125,0.65
2025-04-09 22:00,0,0.62
2025-04-09 20:15,0,0.59
2025-04-09 20:30,0,0.56
2025-04-09 20:45,0,0.53
2025-04-09 23:00,0,0.5
2025-04-09 21:15,0,0.51
2025-04-09 21:30,0,0.52
2025-04-09 21:45,0,0.53
2025-04-10 00:00,0,0.54
2025-04-09 22:15,0,0.4975
2025-04-09 22:30,0,0.455
2025-04-09 22:45,0,0.4125
2025-04-10 01:00,0,0.37
2025-04-09 23:15,0,0.385
2025-04-09 23:30,0,0.4
2025-04-09 23:45,0,0.415
2025-04-10 02:00,0,0.43
2025-04-10 00:15,0.0125,0.4125
2025-04-10 00:30,0.025,0.395
2025-04-10 00:45,0.0375,0.3775
2025-04-10 03:00,0.05,0.36
2025-04-10 01:15,0.075,0.3925
2025-04-10 01:30,0.1,0.425
2025-04-10 01:45,0.125,0.4575
2025-04-10 04:00,0.15,0.49
2025-04-10 02:15,0.2325,0.555
2025-04-10 02:30,0.315,0.62
2025-04-10 02:45,0.3975,0.685
2025-04-10 05:00,0.48,0.75
2025-04-10 03:15,0.58,0.79
2025-04-10 03:30,0.68,0.83
2025-04-10 03:45,0.78,0.87
2025-04-10 06:00,0.88,0.91
2025-04-10 04:15,0.9625,0.9725
2025-04-10 04:30,1.045,1.035
2025-04-10 04:45,1.1275,1.0975
2025-04-10 07:00,1.21,1.16
2025-04-10 05:15,1.3,1.2775
2025-04-10 05:30,1.39,1.395
2025-04-10 05:45,1.48,1.5125
2025-04-10 08:00,1.57,1.63
2025-04-10 06:15,1.6825,1.6525
2025-04-10 06:30,1.795,1.675
2025-04-10 06:45,1.9075,1.6975
2025-04-10 09:00,2.02,1.72
2025-04-10 07:15,2.0075,1.7825
2025-04-10 07:30,1.995,1.845
2025-04-10 07:45,1.9825,1.9075
2025-04-10 10:00,1.97,1.97
2025-04-10 08:15,2.02,1.9425
2025-04-10 08:30,2.07,1.915
2025-04-10 08:45,2.12,1.8875
2025-04-10 11:00,2.17,1.86
2025-04-10 09:15,2.2175,1.9725
2025-04-10 09:30,2.265,2.085
2025-04-10 09:45,2.3125,2.1975
2025-04-10 12:00,2.36,2.31
2025-04-10 10:15,2.3725,2.25
2025-04-10 10:30,2.385,2.19
2025-04-10 10:45,2.3975,2.13
2025-04-10 13:00,2.41,2.07
2025-04-10 11:15,2.345,1.97
2025-04-10 11:30,2.28,1.87
2025-04-10 11:45,2.215,1.77
2025-04-10 14:00,2.15,1.67
2025-04-10 12:15,2.125,1.6925
2025-04-10 12:30,2.1,1.715
2025-04-10 12:45,2.075,1.7375
2025-04-10 15:00,2.05,1.76
2025-04-10 13:15,1.9375,1.7025
2025-04-10 13:30,1.825,1.645
2025-04-10 13:45,1.7125,1.5875
2025-04-10 16:00,1.6,1.53
2025-04-10 14:15,1.5225,1.4425
2025-04-10 14:30,1.445,1.355
2025-04-10 14:45,1.3675,1.2675
2025-04-10 17:00,1.29,1.18
2025-04-10 15:15,1.2,1.21
2025-04-10 15:30,1.11,1.24
2025-04-10 15:45,1.02,1.27
2025-04-10 18:00,0.93,1.3
2025-04-10 16:15,0.85,1.2125
2025-04-10 16:30,0.77,1.125
2025-04-10 16:45,0.69,1.0375
2025-04-10 19:00,0.61,0.95
2025-04-10 17:15,0.5125,0.9175
2025-04-10 17:30,0.415,0.885
2025-04-10 17:45,0.3175,0.8525
2025-04-10 20:00,0.22,0.82
2025-04-10 18:15,0.1775,0.8
2025-04-10 18:30,0.135,0.78
2025-04-10 18:45,0.0925,0.76
2025-04-10 21:00,0.05,0.74
2025-04-10 19:15,0.0375,0.69
2025-04-10 19:30,0.025,0.64
2025-04-10 19:45,0.0125,0.59
2025-04-10 22:00,0,0.54
2025-04-10 20:15,0,0.5275
2025-04-10 20:30,0,0.515
2025-04-10 20:45,0,0.5025
2025-04-10 23:00,0,0.49
2025-04-10 21:15,0,0.495
2025-04-10 21:30,0,0.5
2025-04-10 21:45,0,0.505
2025-04-11 00:00,0,0.51
2025-04-10 22:15,0,0.49
2025-04-10 22:30,0,0.47
2025-04-10 22:45,0,0.45
2025-04-11 01:00,0,0.43
2025-04-10 23:15,0,0.4225
2025-04-10 23:30,0,0.415
2025-04-10 23:45,0,0.4075
2025-04-11 02:00,0,0.4
2025-04-11 00:15,0.0125,0.4075
2025-04-11 00:30,0.025,0.415
2025-04-11 00:45,0.0375,0.4225
2025-04-11 03:00,0.05,0.43
2025-04-11 01:15,0.07,0.445
2025-04-11 01:30,0.09,0.46
2025-04-11 01:45,0.11,0.475
2025-04-11 04:00,0.13,0.49
2025-04-11 02:15,0.225,0.5475
2025-04-11 02:30,0.32,0.605
2025-04-11 02:45,0.415,0.6625
2025-04-11 05:00,0.51,0.72
2025-04-11 03:15,0.5825,0.7725
2025-04-11 03:30,0.655,0.825
2025-04-11 03:45,0.7275,0.8775
2025-04-11 06:00,0.8,0.93
2025-04-11 04:15,0.895,0.9975
2025-04-11 04:30,0.99,1.065
2025-04-11 04:45,1.085,1.1325
2025-04-11 07:00,1.18,1.2
2025-04-11 05:15,1.2725,1.2825
2025-04-11 05:30,1.365,1.365
2025-04-11 05:45,1.4575,1.4475
2025-04-11 08:00,1.55,1.53
2025-04-11 06:15,1.6525,1.5325
2025-04-11 06:30,1.755,1.535
2025-04-11 06:45,1.8575,1.5375
2025-04-11 09:00,1.96,1.54
2025-04-11 07:15,1.9575,1.5925
2025-04-11 07:30,1.955,1.645
2025-04-11 07:45,1.9525,1.6975
2025-04-11 10:00,1.95,1.75
2025-04-11 08:15,2.04,1.7725
2025-04-11 08:30,2.13,1.795
2025-04-11 08:45,2.22,1.8175
2025-04-11 11:00,2.31,1.84
2025-04-11 09:15,2.3575,1.97
2025-04-11 09:30,2.405,2.1
2025-04-11 09:45,2.4525,2.23
2025-04-11 12:00,2.5,2.36
2025-04-11 10:15,2.4225,2.2975
2025-04-11 10:30,2.345,2.235
2025-04-11 10:45,2.2675,2.1725
2025-04-11 13:00,2.19,2.11
2025-04-11 11:15,2.2,2.035
2025-04-11 11:30,2.21,1.96
2025-04-11 11:45,2.22,1.885
2025-04-11 14:00,2.23,1.81
2025-04-11 12:15,2.195,1.7475
2025-04-11 12:30,2.16,1.685
2025-04-11 12:45,2.125,1.6225
2025-04-11 15:00,2.09,1.56
2025-04-11 13:15,2.0025,1.5725
2025-04-11 13:30,1.915,1.585
2025-04-11 13:45,1.8275,1.5975
2025-04-11 16:00,1.74,1.61
2025-04-11 14:15,1.6375,1.5
2025-04-11 14:30,1.535,1.39
2025-04-11 14:45,1.4325,1.28
2025-04-11 17:00,1.33,1.17
2025-04-11 15:15,1.2475,1.1975
2025-04-11 15:30,1.165,1.225
2025-04-11 15:45,1.0825,1.2525
2025-04-11 18:00,1,1.28
2025-04-11 16:15,0.8975,1.23
2025-04-11 16:30,0.795,1.18
2025-04-11 16:45,0.6925,1.13
2025-04-11 19:00,0.59,1.08
2025-04-11 17:15,0.5025,1.02
2025-04-11 17:30,0.415,0.96
2025-04-11 17:45,0.3275,0.9
2025-04-11 20:00,0.24,0.84
2025-04-11 18:15,0.1925,0.79
2025-04-11 18:30,0.145,0.74
2025-04-11 18:45,0.0975,0.69
2025-04-11 21:00,0.05,0.64
2025-04-11 19:15,0.0375,0.63
2025-04-11 19:30,0.025,0.62
2025-04-11 19:45,0.0125,0.61
2025-04-11 22:00,0,0.6
2025-04-11 20:15,0,0.5725
2025-04-11 20:30,0,0.545
2025-04-11 20:45,0,0.5175
2025-04-11 23:00,0,0.49
2025-04-11 21:15,0,0.5025
2025-04-11 21:30,0,0.515
2025-04-11 21:45,0,0.5275
2025-04-12 00:00,0,0.54
2025-04-11 22:15,0,0.5
2025-04-11 22:30,0,0.46
2025-04-11 22:45,0,0.42
2025-04-12 01:00,0,0.38
2025-04-11 23:15,0,0.38
2025-04-11 23:30,0,0.38
2025-04-11 23:45,0,0.38
2025-04-12 02:00,0,0.38
2025-04-12 00:15,0.0125,0.39
2025-04-12 00:30,0.025,0.4
2025-04-12 00:45,0.0375,0.41
2025-04-12 03:00,0.05,0.42
2025-04-12 01:15,0.07,0.445
2025-04-12 01:30,0.09,0.47
2025-04-12 01:45,0.11,0.495
2025-04-12 04:00,0.13,0.52
2025-04-12 02:15,0.205,0.5725
2025-04-12 02:30,0.28,0.625
2025-04-12 02:45,0.355,0.6775
2025-04-12 05:00,0.43,0.73
2025-04-12 03:15,0.56,0.815
2025-04-12 03:30,0.69,0.9
2025-04-12 03:45,0.82,0.985
2025-04-12 06:00,0.95,1.07
2025-04-12 04:15,0.9975,1.0725
2025-04-12 04:30,1.045,1.075
2025-04-12 04:45,1.0925,1.0775
2025-04-12 07:00,1.14,1.08
2025-04-12 05:15,1.265,1.195
2025-04-12 05:30,1.39,1.31
2025-04-12 05:45,1.515,1.425
2025-04-12 08:00,1.64,1.54
2025-04-12 06:15,1.7175,1.58
2025-04-12 06:30,1.795,1.62
2025-04-12 06:45,1.8725,1.66
2025-04-12 09:00,1.95,1.7
2025-04-12 07:15,2.0125,1.755
2025-04-12 07:30,2.075,1.81
2025-04-12 07:45,2.1375,1.865
2025-04-12 10:00,2.2,1.92
2025-04-12 08:15,2.2125,1.9175
2025-04-12 08:30,2.225,1.915
2025-04-12 08:45,2.2375,1.9125
2025-04-12 11:00,2.25,1.91
2025-04-12 09:15,2.3725,1.9925
2025-04-12 09:30,2.495,2.075
2025-04-12 09:45,2.6175,2.1575
2025-04-12 12:00,2.74,2.24
2025-04-12 10:15,2.7075,2.2
2025-04-12 10:30,2.675,2.16
2025-04-12 10:45,2.6425,2.12
2025-04-12 13:00,2.61,2.08
2025-04-12 11:15,2.5475,2.0025
2025-04-12 11:30,2.485,1.925
2025-04-12 11:45,2.4225,1.8475
2025-04-12 14:00,2.36,1.77
2025-04-12 12:15,2.245,1.775
2025-04-12 12:30,2.13,1.78
2025-04-12 12:45,2.015,1.785
2025-04-12 15:00,1.9,1.79
2025-04-12 13:15,1.88,1.7
2025-04-12 13:30,1.86,1.61
2025-04-12 13:45,1.84,1.52
2025-04-12 16:00,1.82,1.43
2025-04-12 14:15,1.7325,1.4175
2025-04-12 14:30,1.645,1.405
2025-04-12 14:45,1.5575,1.3925
2025-04-12 17:00,1.47,1.38
2025-04-12 15:15,1.335,1.345
2025-04-12 15:30,1.2,1.31
2025-04-12 15:45,1.065,1.275
2025-04-12 18:00,0.93,1.24
2025-04-12 16:15,0.8375,1.2
2025-04-12 16:30,0.745,1.16
2025-04-12 16:45,0.6525,1.12
2025-04-12 19:00,0.56,1.08
2025-04-12 17:15,0.475,1.005
2025-04-12 17:30,0.39,0.93
2025-04-12 17:45,0.305,0.855
2025-04-12 20:00,0.22,0.78
2025-04-12 18:15,0.175,0.7575
2025-04-12 18:30,0.13,0.735
2025-04-12 18:45,0.085,0.7125
2025-04-12 21:00,0.04,0.69
2025-04-12 19:15,0.03,0.68
2025-04-12 19:30,0.02,0.67
2025-04-12 19:45,0.01,0.66
2025-04-12 22:00,0,0.65
2025-04-12 20:15,0,0.6075
2025-04-12 20:30,0,0.565
2025-04-12 20:45,0,0.5225
2025-04-12 23:00,0,0.48
2025-04-12 21:15,0,0.4925
2025-04-12 21:30,0,0.505
2025-04-12 21:45,0,0.5175
2025-04-13 00:00,0,0.53
2025-04-12 22:15,0,0.5
2025-04-12 22:30,0,0.47
2025-04-12 22:45,0,0.44
2025-04-13 01:00,0,0.41
2025-04-12 23:15,0,0.4075
2025-04-12 23:30,0,0.405
2025-04-12 23:45,0,0.4025
2025-04-13 02:00,0,0.4
2025-04-13 00:15,0.01,0.4075
2025-04-13 00:30,0.02,0.415
2025-04-13 00:45,0.03,0.4225
2025-04-13 03:00,0.04,0.43
2025-04-13 01:15,0.0675,0.4425
2025-04-13 01:30,0.095,0.455
2025-04-13 01:45,0.1225,0.4675
2025-04-13 04:00,0.15,0.48
2025-04-13 02:15,0.2375,0.5325
2025-04-13 02:30,0.325,0.585
2025-04-13 02:45,0.4125,0.6375
2025-04-13 05:00,0.5,0.69
2025-04-13 03:15,0.5775,0.755
2025-04-13 03:30,0.655,0.82
2025-04-13 03:45,0.7325,0.885
2025-04-13 06:00,0.81,0.95
2025-04-13 04:15,0.8775,1.025
2025-04-13 04:30,0.945,1.1
2025-04-13 04:45,1.0125,1.175
2025-04-13 07:00,1.08,1.25
2025-04-13 05:15,1.18,1.31
2025-04-13 05:30,1.28,1.37
2025-04-13 05:45,1.38,1.43
2025-04-13 08:00,1.48,1.49
2025-04-13 06:15,1.5975,1.5
2025-04-13 06:30,1.715,1.51
2025-04-13 06:45,1.8325,1.52
2025-04-13 09:00,1.95,1.53
2025-04-13 07:15,2.055,1.5875
2025-04-13 07:30,2.16,1.645
2025-04-13 07:45,2.265,1.7025
2025-04-13 10:00,2.37,1.76
2025-04-13 08:15,2.3525,1.7925
2025-04-13 08:30,2.335,1.825
2025-04-13 08:45,2.3175,1.8575
2025-04-13 11:00,2.3,1.89
2025-04-13 09:15,2.41,1.99
2025-04-13 09:30,2.52,2.09
2025-04-13 09:45,2.63,2.19
2025-04-13 12:00,2.74,2.29
2025-04-13 10:15,2.69,2.23
2025-04-13 10:30,2.64,2.17
2025-04-13 10:45,2.59,2.11
2025-04-13 13:00,2.54,2.05
2025-04-13 11:15,2.4375,2.0275
2025-04-13 11:30,2.335,2.005
2025-04-13 11:45,2.2325,1.9825
2025-04-13 14:00,2.13,1.96
2025-04-13 12:15,2.08,1.9125
2025-04-13 12:30,2.03,1.865
2025-04-13 12:45,1.98,1.8175
2025-04-13 15:00,1.93,1.77
2025-04-13 13:15,1.8775,1.735
2025-04-13 13:30,1.825,1.7
2025-04-13 13:45,1.7725,1.665
2025-04-13 16:00,1.72,1.63
2025-04-13 14:15,1.595,1.5225
2025-04-13 14:30,1.47,1.415
2025-04-13 14:45,1.345,1.3075
2025-04-13 17:00,1.22,1.2
2025-04-13 15:15,1.1775,1.185
2025-04-13 15:30,1.135,1.17
2025-04-13 15:45,1.0925,1.155
2025-04-13 18:00,1.05,1.14
2025-04-13 16:15,0.9425,1.09
2025-04-13 16:30,0.835,1.04
2025-04-13 16:45,0.7275,0.99
2025-04-13 19:00,0.62,0.94
2025-04-13 17:15,0.5225,0.8975
2025-04-13 17:30,0.425,0.855
2025-04-13 17:45,0.3275,0.8125
2025-04-13 20:00,0.23,0.77
2025-04-13 18:15,0.185,0.7675
2025-04-13 18:30,0.14,0.765
2025-04-13 18:45,0.095,0.7625
2025-04-13 21:00,0.05,0.76
2025-04-13 19:15,0.0375,0.7175
2025-04-13 19:30,0.025,0.675
2025-04-13 19:45,0.0125,0.6325
2025-04-13 22:00,0,0.59
2025-04-13 20:15,0,0.5725
2025-04-13 20:30,0,0.555
2025-04-13 20:45,0,0.5375
2025-04-13 23:00,0,0.52
2025-04-13 21:15,0,0.5175
2025-04-13 21:30,0,0.515
2025-04-13 21:45,0,0.5125
2025-04-14 00:00,0,0.51
2025-04-13 22:15,0,0.48
2025-04-13 22:30,0,0.45
2025-04-13 22:45,0,0.42
2025-04-14 01:00,0,0.39
2025-04-13 23:15,0,0.3925
2025-04-13 23:30,0,0.395
2025-04-13 23:45,0,0.3975
2025-04-14 02:00,0,0.4
2025-04-14 00:15,0.0125,0.3975
2025-04-14 00:30,0.025,0.395
2025-04-14 00:45,0.0375,0.3925
2025-04-14 03:00,0.05,0.39
2025-04-14 01:15,0.0725,0.41
2025-04-14 01:30,0.095,0.43
2025-04-14 01:45,0.1175,0.45
2025-04-14 04:00,0.14,0.47
2025-04-14 02:15,0.2275,0.5275
2025-04-14 02:30,0.315,0.585
2025-04-14 02:45,0.4025,0.6425
2025-04-14 05:00,0.49,0.7
2025-04-14 03:15,0.57,0.7775
2025-04-14 03:30,0.65,0.855
2025-04-14 03:45,0.73,0.9325
2025-04-14 06:00,0.81,1.01
2025-04-14 04:15,0.89,1.04
2025-04-14 04:30,0.97,1.07
2025-04-14 04:45,1.05,1.1
2025-04-14 07:00,1.13,1.13
2025-04-14 05:15,1.27,1.255
2025-04-14 05:30,1.41,1.38
2025-04-14 05:45,1.55,1.505
2025-04-14 08:00,1.69,1.63
2025-04-14 06:15,1.77,1.63
2025-04-14 06:30,1.85,1.63
2025-04-14 06:45,1.93,1.63
2025-04-14 09:00,2.01,1.63
2025-04-14 07:15,2.035,1.6725
2025-04-14 07:30,2.06,1.715
2025-04-14 07:45,2.085,1.7575
2025-04-14 10:00,2.11,1.8
2025-04-14 08:15,2.1875,1.895
2025-04-14 08:30,2.265,1.99
2025-04-14 08:45,2.3425,2.085
2025-04-14 11:00,2.42,2.18
2025-04-14 09:15,2.39,2.135
2025-04-14 09:30,2.36,2.09
2025-04-14 09:45,2.33,2.045
2025-04-14 12:00,2.3,2
2025-04-14 10:15,2.3325,2.005
2025-04-14 10:30,2.365,2.01
2025-04-14 10:45,2.3975,2.015
2025-04-14 13:00,2.43,2.02
2025-04-14 11:15,2.3875,1.9725
2025-04-14 11:30,2.345,1.925
2025-04-14 11:45,2.3025,1.8775
2025-04-14 14:00,2.26,1.83
2025-04-14 12:15,2.13,1.82
2025-04-14 12:30,2,1.81
2025-04-14 12:45,1.87,1.8
2025-04-14 15:00,1.74,1.79
2025-04-14 13:15,1.7125,1.725
2025-04-14 13:30,1.685,1.66
2025-04-14 13:45,1.6575,1.595
2025-04-14 16:00,1.63,1.53
2025-04-14 14:15,1.565,1.4575
2025-04-14 14:30,1.5,1.385
2025-04-14 14:45,1.435,1.3125
2025-04-14 17:00,1.37,1.24
2025-04-14 15:15,1.26,1.26
2025-04-14 15:30,1.15,1.28
2025-04-14 15:45,1.04,1.3
2025-04-14 18:00,0.93,1.32
2025-04-14 16:15,0.8425,1.2575
2025-04-14 16:30,0.755,1.195
2025-04-14 16:45,0.6675,1.1325
2025-04-14 19:00,0.58,1.07
2025-04-14 17:15,0.49,0.9825
2025-04-14 17:30,0.4,0.895
2025-04-14 17:45,0.31,0.8075
2025-04-14 20:00,0.22,0.72
2025-04-14 18:15,0.1775,0.7175
2025-04-14 18:30,0.135,0.715
2025-04-14 18:45,0.0925,0.7125
2025-04-14 21:00,0.05,0.71
2025-04-14 19:15,0.0375,0.69
2025-04-14 19:30,0.025,0.67
2025-04-14 19:45,0.0125,0.65
2025-04-14 22:00,0,0.63
2025-04-14 20:15,0,0.5875
2025-04-14 20:30,0,0.545
2025-04-14 20:45,0,0.5025
2025-04-14 23:00,0,0.46
2025-04-14 21:15,0,0.48
2025-04-14 21:30,0,0.5
2025-04-14 21:45,0,0.52
2025-04-15 00:00,0,0.54
2025-04-14 22:15,0,0.505
2025-04-14 22:30,0,0.47
2025-04-14 22:45,0,0.435
2025-04-15 01:00,0,0.4
2025-04-14 23:15,0,0.4
2025-04-14 23:30,0,0.4
2025-04-14 23:45,0,0.4
2025-04-15 02:00,0,0.4
2025-04-15 00:15,0.0125,0.39
2025-04-15 00:30,0.025,0.38
2025-04-15 00:45,0.0375,0.37
2025-04-15 03:00,0.05,0.36
2025-04-15 01:15,0.075,0.3975
2025-04-15 01:30,0.1,0.435
2025-04-15 01:45,0.125,0.4725
2025-04-15 04:00,0.15,0.51
2025-04-15 02:15,0.2325,0.5625
2025-04-15 02:30,0.315,0.615
2025-04-15 02:45,0.3975,0.6675
2025-04-15 05:00,0.48,0.72
2025-04-15 03:15,0.57,0.77
2025-04-15 03:30,0.66,0.82
2025-04-15 03:45,0.75,0.87
2025-04-15 06:00,0.84,0.92
2025-04-15 04:15,0.925,0.9975
2025-04-15 04:30,1.01,1.075
2025-04-15 04:45,1.095,1.1525
2025-04-15 07:00,1.18,1.23
2025-04-15 05:15,1.3025,1.265
2025-04-15 05:30,1.425,1.3
2025-04-15 05:45,1.5475,1.335
2025-04-15 08:00,1.67,1.37
2025-04-15 06:15,1.7675,1.4325
2025-04-15 06:30,1.865,1.495
2025-04-15 06:45,1.9625,1.5575
2025-04-15 09:00,2.06,1.62
2025-04-15 07:15,2.1325,1.66
2025-04-15 07:30,2.205,1.7
2025-04-15 07:45,2.2775,1.74
2025-04-15 10:00,2.35,1.78
2025-04-15 08:15,2.385,1.8225
2025-04-15 08:30,2.42,1.865
2025-04-15 08:45,2.455,1.9075
2025-04-15 11:00,2.49,1.95
2025-04-15 09:15,2.52,1.97
2025-04-15 09:30,2.55,1.99
2025-04-15 09:45,2.58,2.01
2025-04-15 12:00,2.61,2.03
2025-04-15 10:15,2.5325,2.035
2025-04-15 10:30,2.455,2.04
2025-04-15 10:45,2.3775,2.045
2025-04-15 13:00,2.3,2.05
2025-04-15 11:15,2.3175,1.9875
2025-04-15 11:30,2.335,1.925
2025-04-15 11:45,2.3525,1.8625
2025-04-15 14:00,2.37,1.8
2025-04-15 12:15,2.2325,1.7625
2025-04-15 12:30,2.095,1.725
2025-04-15 12:45,1.9575,1.6875
2025-04-15 15:00,1.82,1.65
2025-04-15 13:15,1.805,1.6425
2025-04-15 13:30,1.79,1.635
2025-04-15 13:45,1.775,1.6275
2025-04-15 16:00,1.76,1.62
2025-04-15 14:15,1.685,1.57
2025-04-15 14:30,1.61,1.52
2025-04-15 14:45,1.535,1.47
2025-04-15 17:00,1.46,1.42
2025-04-15 15:15,1.34,1.36
2025-04-15 15:30,1.22,1.3
2025-04-15 15:45,1.1,1.24
2025-04-15 18:00,0.98,1.18
2025-04-15 16:15,0.8925,1.1525
2025-04-15 16:30,0.805,1.125
2025-04-15 16:45,0.7175,1.0975
2025-04-15 19:00,0.63,1.07
2025-04-15 17:15,0.5325,1
2025-04-15 17:30,0.435,0.93
2025-04-15 17:45,0.3375,0.86
2025-04-15 20:00,0.24,0.79
2025-04-15 18:15,0.1925,0.775
2025-04-15 18:30,0.145,0.76
2025-04-15 18:45,0.0975,0.745
2025-04-15 21:00,0.05,0.73
2025-04-15 19:15,0.0375,0.705
2025-04-15 19:30,0.025,0.68
2025-04-15 19:45,0.0125,0.655
2025-04-15 22:00,0,0.63
2025-04-15 20:15,0,0.5975
2025-04-15 20:30,0,0.565
2025-04-15 20:45,0,0.5325
2025-04-15 23:00,0,0.5
2025-04-15 21:15,0,0.495
2025-04-15 21:30,0,0.49
2025-04-15 21:45,0,0.485
2025-04-16 00:00,0,0.48
2025-04-15 22:15,0,0.455
2025-04-15 22:30,0,0.43
2025-04-15 22:45,0,0.405
2025-04-16 01:00,0,0.38
2025-04-15 23:15,0,0.385
2025-04-15 23:30,0,0.39
2025-04-15 23:45,0,0.395
2025-04-16 02:00,0,0.4
2025-04-16 00:15,0.0125,0.39
2025-04-16 00:30,0.025,0.38
2025-04-16 00:45,0.0375,0.37
2025-04-16 03:00,0.05,0.36
2025-04-16 01:15,0.075,0.395
2025-04-16 01:30,0.1,0.43
2025-04-16 01:45,0.125,0.465
2025-04-16 04:00,0.15,0.5
2025-04-16 02:15,0.2425,0.5675
2025-04-16 02:30,0.335,0.635
2025-04-16 02:45,0.4275,0.7025
2025-04-16 05:00,0.52,0.77
2025-04-16 03:15,0.59,0.815
2025-04-16 03:30,0.66,0.86
2025-04-16 03:45,0.73,0.905
